x,y
0.1311342716217041,0.0009403266
0.2561342716217041,0.0009384193
0.3811342716217041,0.0009384193
0.5061342716217041,0.0009384193
0.6311342716217041,0.0009384193
0.7561342716217041,0.0009384193
0.8811342716217041,0.0009384193
1.006134271621704,0.0009403266
1.131134271621704,0.0009403266
1.256134271621704,0.0009422339
1.381134271621704,0.0009441413
1.506134271621704,0.0009441413
1.631134271621704,0.0009460486
1.756134271621704,0.0009460486
1.881134271621704,0.000947956
2.006134271621704,0.0009498633
2.131134271621704,0.0009498633
2.256134271621704,0.0009498633
2.381134271621704,0.0009498633
2.506134271621704,0.0009498633
2.631134271621704,0.000947956
2.756134271621704,0.000947956
2.881134271621704,0.000947956
3.079129934310913,0.0009460486
3.204129934310913,0.0009460486
3.329129934310913,0.0009441413
3.454129934310913,0.0009441413
3.579129934310913,0.0009460486
3.704129934310913,0.000947956
3.829129934310913,0.0009498633
3.954129934310913,0.0009517707
4.079129934310913,0.000953678
4.204129934310913,0.0009574927
4.329129934310913,0.0009574927
4.454129934310913,0.0009574927
4.579129934310913,0.000953678
4.704129934310913,0.0009517707
4.829129934310913,0.000947956
4.954129934310913,0.0009422339
5.079129934310913,0.0009365119
5.204129934310913,0.0009346046
5.329129934310913,0.0009288825
5.454129934310913,0.0009250678
5.579129934310913,0.0009231605
5.704129934310913,0.0009212531
5.829129934310913,0.0009212531
5.954129934310913,0.0009212531
6.079129934310913,0.0009212531
6.171444892883301,0.0009212531
6.296444892883301,0.0009212531
6.421444892883301,0.0009212531
6.546444892883301,0.0009231605
6.671444892883301,0.0009231605
6.796444892883301,0.0009231605
6.921444892883301,0.0009269752
7.046444892883301,0.0009288825
7.171444892883301,0.0009307899
7.296444892883301,0.0009307899
7.421444892883301,0.0009307899
7.546444892883301,0.0009288825
7.671444892883301,0.0009269752
7.796444892883301,0.0009250678
7.921444892883301,0.0009231605
8.0464448928833,0.0009193458
8.1714448928833,0.0009155311
8.2964448928833,0.0009155311
8.4214448928833,0.0009155311
8.5464448928833,0.0009155311
8.6714448928833,0.0009174384
8.7964448928833,0.0009193458
8.9214448928833,0.0009212531
9.0464448928833,0.0009231605
9.1714448928833,0.0009250678
9.2964448928833,0.0009269752
9.39099407196045,0.0009288825
9.51599407196045,0.0009307899
9.64099407196045,0.0009307899
9.76599407196045,0.0009326972
9.89099407196045,0.0009346046
10.01599407196045,0.0009365119
10.14099407196045,0.0009403266
10.26599407196045,0.000947956
